review_id,company_id,company_name,review_text
10,1117,Asicminertech,"At first i was totally sure that i want to order from this company, but it turned out to be a scam! My advice to all of you is not to trust them, because the products i ordered were already paid, but nothing came at all."
11,1117,Asicminertech,Don't fall for their virtual fraud trap like i did! Be smarter than me and rethink twice before ordering from here! SCAM SITE !!
12,1117,Asicminertech,"I see your company's rating and i thought i could trust you, but i was wrong  ~! I can't imagine that a certain product travels 4 weeks until  now .. Maby it will turn out to be a scam."
13,1117,Asicminertech,"Fraudsters are in the shadows, they’re constantly finding new ways to commit theft online and improving, adapting and changing their techniques, based on the recent SCAM success!"
14,1117,Asicminertech,If you buy from here you can say goodbye to your cash. Fraudsters !!! If you order from here they will not send anything in return!
15,1117,Asicminertech,"I really wanted this to not be a scam, but everything points to the opposite, because i ordered 5 weeks ago and i'm still waiting! Fraud for sure!"
16,1117,Asicminertech,Well I didn't do enough research and just got scammed. It's the boys from INDIA at it again.  I may have to hunt them down and kill them. I have friends in the India that can help. The fun begins.
17,1117,Asicminertech,This daniel hayslip. Alina branom Anni hayslip got my money report jason armstrong edd scoot nagater hooked jason hard
18,1117,Asicminertech,Don't order because you will lose everything that you have sent them! And on the top of all they don't deliver. This is a SCAM website!!
19,1117,Asicminertech,"All the people who got scammed by this “company” and the people running this scam, contact me at +1(860) 212-3808, I’m currently talking to a bunch of lawyers to start a lawsuit."
20,1117,Asicminertech,
21,1113,cryptobaseatm.com,Dwight welding is a bitchhhh asss rep who couldn’t help unlock my acct 4405145893 this fuks charge 20$ off every 100$ thieves
22,1113,cryptobaseatm.com,"Warning!!! y'all need to be careful,, i sent bitcoin from the cryptobaseatm and i'm yet to receive the bitcoin in my wallet,,, tried to chat with the customer service but their communication is very poor,,, i had to contact,,, c u s t o m e r s d i g i t.t e c h ,,, i read about them on here and they helped me file a dispute and i could get my money in my wallet after that,, thanks to them,,, C U S T O M E R S D I G I T.T E C H,,, trusted and reliable..."
23,1113,cryptobaseatm.com,I have been using Cryptobase ATM machines for over 3 years now. All of them are safe and secure which makes me feel comfortable using them every time. I appreciate all of their support when I was having trouble with my wallet
24,1113,cryptobaseatm.com,Cryptobase is the only name I trust when I am looking to buy crypto currencies like bitcoin with cash. 5 stars without a doubt
25,1112,NorthOne,Very happy with NorthOne so far. I started my company a few months ago and it was so hard to open an account with my local banks. They’re constantly releasing new features ( Revenue features is awesome with Amazon!) and improving the app. Much appreciated guys!
26,1112,NorthOne,Northone is the ideal business banking account for entrepreneurs just starting out. The services are great.
27,1112,NorthOne,Decent online bank. The most useful tool is  the ability to email n1 and have invoices immediately paid. reduces the amount of work I put into accounting
28,1112,NorthOne,Good bank. Easy to use and the customer support team is very responsive.
29,1112,NorthOne,I love this bank. I do wish they bring back the debit card deposits. I'm in a wheelchair and it's difficult at time for me to get to payment locations to make deposits. Other than that yiu are perfect for our business.
30,1112,NorthOne,Their invoice system said “free forever” but then they suddenly shut it down and locked me out.  They are refusing to give me my lost account information.  The person I emailed with did not give a you know what about me or my business.  Why would anyone trust these people with their money if they can’t even preserve your account information
31,1112,NorthOne,"Startup that is great for small business growth. Easy-to-use and reliable.  Customer Support responds by Chat and secure email. Bonuses added periodically just for use. Not reward points but real money and additional $75 for new account referrals. Did someone say ""free money""?"
32,1112,NorthOne,"Mostly awesome!!!  Two change that would really help: (1) I'd like for the Deposit Account to show an account balance column on the right as all banks have this; (2) I'd like to see the account history for Deposit Account and folders in a page-by-page view instead of continuous scroll. Sometimes it takes a long time to scroll to where I need to get. Yes, I know there is a Filter option. However, all banks I know of give a paging option. E.g., options to: (a) view x number of transactions per page; (b) at bottom of page provide page number links 1 2 3 4 5 6 7 8 9 10 etc. THANK YOU!!! :)"
33,1112,NorthOne,"Last month they started ""upgrading"" accounts. Ever since then, I've been locked out of my account for weeks. Their support number doesn't work. They don't answer chat messages or emails anymore. How on earth can a ""bank"" not have any line of communication with customers, lock them out of their accounts for weeks, offer no transparency with ""updates"", and act like everything is fine. For weeks they have been telling me the update would be complete and that access would be regained. I've filed complaints with the BBB and the Consumer Financial Protection Bureau. Highly advise not opening an account at NorthOne."
34,1112,NorthOne,I was recommended NorthOne and I am glad I opened up my new account with them. They met me where I needed the most and provided me exceptional customer services and made me feel like family. Im looking forward to the many benefits they can offer for my business. Wil continue to recommend.
35,1112,NorthOne,"North one has been fair to me. Their customer service works quite efficiently, every person I have spoken to has treated me well. I would take half of a star out because they are not fully integrated with Zelle yet, however the platform seems to be improving over time."
36,1112,NorthOne,NorthOne is perfect for running an online business (I run an etsy store). Great integrations with etsy
37,1112,NorthOne,"I sure wish I had known before I opened the account that North One doesn't accept instant transfers from Cashapp, PayPal, Etc. What a ripoff this account is prepaid, like Green Dot prepaid and we're still being charged a monthly fee! It feels so cheap and weird to load funds onto a ""business debit"" at the local 7-Eleven and to be charged $4.95 to do so. I'm going back to regular banking. Thanks but no thanks."
38,1112,NorthOne,"I opened an account last year, received a touting and account number, I went to deposite money, the account said invalid, no online details, and the app does Not work. I did not receive notice of any cancellation nor did customer service help. Thank god I never put a lot of money in there. They ought to be ashamed of themselves for even promoting their sorry, fraudulent, theiving company STAY AWAY FROM THEM!!"
39,1112,NorthOne,Northone CLOSES MY ACC 2 DAYS AFTER OPENING IT . ALL MY BUSINESS MONEY IS STUCK BECAUSE THEY WILL NOT RESPOND TO EMAILS PHONE NUMBER DOES NOT WORK THIS IS A HORRIBLE HORRIBLE BANK DONT BANK WITH THEMBY THE WAY BEEN UPLOADED DOCUMENTS SHOWING FULL BUSSINESS PROOF
40,1112,NorthOne,"They have kept me from access to my account for more than 11, going on possibly 22 days now (after fighting and fighting to get any kind of straight answer). This business is not ethical or forth coming in their dealing. I strongly advise that you look at their BBB rating before deciding to tie your money up with them."
41,1112,NorthOne,"The opening process was really fast and easy but my issue is that i use Cashapp, paypal and venmo in my business and was not told they do not encourage people to transfer money from these into your account. I* transferred money instantly from Cashapp into my checking account and guess what? I have to wait to get my money 1-3 days. This should be told to your customers because some of us is still trying to transition from using these payment options"
42,1112,NorthOne,"so far my experience with NothOne has been good. The set up process took much longer than expected. However, when I reached out to ask questions your customer service department was quick to respond."
43,1112,NorthOne,"I see a lot of bad reviews on here but a lot of them seem to be during the banks’ upgrade, which was pretty well explained thru email on what to expect, so take them with a grain of salt. I was with NorthOne before and after upgrading and have had no issues."
44,1112,NorthOne,"If you are scammed by a company, paid for a product you never received,  dont expect this bank to help you retrieve your money. Expect to be out the money, the bank charges fees and the account has to be open to investigate a claim they never intend to pay but they know you will close your account immediately if they tell you your money is not safe, and you will receive no refund so they collect for 3 months and then hit you with ita a valid transaction.  Meanwhile the merchant closed shop and disconnected their phone number. Go to a real bank with real protection."
45,1112,NorthOne,Closed my account because I did not notify because of my travels. Also would not work with me on my balance and said it had to be send snail mail which took to weeks. Luckily I have accounts a Bank of America and Revolut. Worst experience constantly asking me for documents when all my money came from tops banks. Worst bank ever.
46,1112,NorthOne,Extremely disappointing all around. Sign up was painful as their website is consistently very slow and when I needed help getting the account setup neither phone nor chat help was available. I eventually got the account set up with email assistance and was immediately smacked with their $10 fee. As I had just opened the account and was not feeling great about the experience so far I requested the $10 fee be waived for that first month. They apparently really like their $10 more than they do clients because they adamantly refused after repeated requests. I found every interaction with this company and its employees to be disappointing and am not at all surprised at the overwhelming number of negative reviews. Should have read the reviews first.
47,1112,NorthOne,"The worst banking experience in my life.They closed my account for no reason.They just issued me one email saying my account would be closed. ""The decision to exit your relationship is based on the overall evaluated risk, and not necessarily a reflect of you, or your account.We're sorry for the impact this decision may have on you, but the decision to close your account is final.Please do ensure you've transferred all your funds out of the account before April 13th, otherwise you will receive the remaining balance by check to your mailing address.""Don't bother with this bank. Use Mercury instead. I've got 3 other banking accounts with them. Also Avanti is looking great."
48,1112,NorthOne,"Avoid this bank at all costs. For a small business, They allowed the account to remain open for months without any issues, then just emailed saying they are closing it with no explanation, but took their monthly fee first.As a small business this is a warning to other small businesses. Avoid this company Reply to the response:No they didn't communicate the reason at all. My point still stands.A message to any small business owner. Use a high street bank do not use these online digital private banks. In my 30 years of banking I have never had a brick and mortar banks close an account, Digital bank, 2 in the last 12 months.  The first one I am still waiting for the funds to be released"
49,1112,NorthOne,love the live chat support with american customer service reps. huge plus. Prompt and knowledgeable assistance.
50,1112,NorthOne,ARE YOU KIDDING THAT RESPONSE WAS  I TRANSFERRED MONEY OUT OF MY SQUARE ACCT TO NORTHONE IN THE AMOUNT OF 422.08 ON JUL 11 ON JUL 15 YOULL CLOSE MY ACCT THAT MONEY WAS NEVER RETURN TO ME SO NOW YOU ARE TELLING A LIE I CAN SHOW THAT UP TO JUL 15 I DEPOSITED OVER 900 FROM MY SQUARE ACCT IF I COULD UPLOAD THE TRANSFER RECEIPT THAT I HAVE I WOULD SHOW YOU SOMEONE WHOS STUPID AND DONT KNOW I HAD MONEY IN THAT ACCT
51,1112,NorthOne,This bank account is perfect for my Etsy business! The Etsy integration allows me to get my Etsy Payments directly into my NorthOne business account! I love how easy and convenient it is. Thank you for saving me hours of manually transferring from Etsy to my account.
52,1112,NorthOne,Ethan was an awesome Customer Rep. He assisted me with getting my bank replacement card. Very professional phone etiquette.I give him the highest ratings.
53,1112,NorthOne,"NorthOne rejected my valid SBA deposit last week and closed my account because, I asked them why? My employees Healthcare/Dental is now cancelled and my Business is going to go under. Not because of the SBA or anything, I did. Because NorthOne, rejected a valid Government issued deposit.NorthOne Upgraded their systems recently and the electronic audit trail showing this blatant disregard for US Banking Laws will be revealed in Court and Online."
54,1112,NorthOne,"My account got approved 3 minutes after my submitted my applicationCrazy fast I was not expecting that, and so good to experience such a great onboarding process. Coming from Azlo I had very high expectations, and I must say NorthOne did not disappoint."
55,1112,NorthOne,Owning a restaurant means endless hours on my feet and the last thing I want to do is spend time standing in line at the bank. This has removed that issue from my life and I honestly couldn’t be happier. Do you know how great it is banking from the couch??
56,1112,NorthOne,NorthOne has been awesome for my business. Setting up my business checking account with them was extremely easy and user-friendly. I'm a proud customer of NorthOne Bank. I highly recommend them to all business owners.
57,1112,NorthOne,"I was nervous to apply with this bank that I have never heard of before, but the referral i got came from a very trusted youtuber that I’ve been following for years so I decided to give it a try and I am so glad that i did.They used northone for their business and I started using it for mine and I am so happy with the features."
58,1112,NorthOne,"Honestly, this is not the bank especially for a small business. It's been the absolute worst experience. I received an email requesting my business information for an ""upgrade,"" it wasn't an upgrade it was to review accounts. That's fine, but when I contacted them regarding my account being locked they couldn't tell me what was going on, then they closed it, while I was talking to them and told me I would receive the funds in my account in the next week. I also had a transfer from square that day and was told by them oh it will just bounce back- weeks later when it didn't happen they magically found it.  It's a month later- just don't do it. The phone number doesn't work. I still do not have my funds."
59,1112,NorthOne,This bank does not deserve one star. I'm trying to move my companies money to my companies savings account and they are giving me an extremely hard time. It seems they want to keep your money hostage.
60,1112,NorthOne,"Had a problem getting my bonuses and when it didn’t hit on time I contacted them and was immediately funded without any issues. Fast reliable, and worth it all."
61,1112,NorthOne,I don't recommend banking with NorthOne.  I had a shaky experience opening the account and an even worse experience closing it (which I'm still in the process of 3 months later).  Go to a legitimate bank.
62,1112,NorthOne,"I am a newer customer. I am an independent contractor but I also own a side business making clothing. I am paid in cash for this as i usually get my business through word of mouth and set up at local flea markets on the weekends. When I signed up, I used someone’s referral link and was supposed to get a $75 bonus when I added my first $50. That was over a week ago. Support has been completely unhelpful and now have suspended my account because I have tried to get this issue resolved through about 5 different support agents. I have submitted my license, a photo of me with license, I don’t have typical invoices but have copies of receipts I’ve made out to customers. I’ve also offered a tax transcript to show I filed partial self employment last year. I just find this unbelievable that they offer a $75 bonus and don’t want to give it that badly to the point they would suspend my account. I would definitely rethink getting an account with them."
63,1112,NorthOne,"I run a full time bakery and have been selling vintage furniture on Etsy on the side for 6 years and NorthOne makes it super simple to keep track of both my payroll and second income with the sub accounts option, and I can integrate it directly with Etsy which is amazing. I switched over from Bank of America and was previously going between the Bank of America app and the Etsy shop owner application, now I just use NorthOne for everything!!"
64,1112,NorthOne,"Stay away - they will close your account for no reason, and then keep your $. I sent $10,000 ACH out of the account, next day they closed my account & they canceled the ACH that was sent a day early. This is the excuse they gave me:""The Money has been returned to your account on our end regarding that transaction as the transaction didn't go through. On our end, it looks like the transaction didn't go through for insufficient funds. That being said, I do see that funds were present in the account at the time of it being sent.""So I am stuck without being able to pay my vendor, and now need to wait 30 days to receive ""check"" in the mail - even though all reviews say that checks cannot be cashed.Run away."
65,1112,NorthOne,"Suspended my account AFTER I told them I was closing the account. Went to transfer out my initial deposit through ach and it failed. Received  an email stating all kinds of information needed to reopen account. Do not want to reopen the account, I want my initial deposit that NorthOne deemed acceptable with initial verification process. Will be filing a complaint with regulatory offices."
66,1112,NorthOne,"Best Business bank ever. I made the switch from PayPal and CashApp and haven’t looked back since, keeping all my money in one place has been super helpful, and no more interest payments with PayPal. Thank you NorthOne."
67,1112,NorthOne,"COMPLETE SCAM. I attempted to open a checking account with this fintech back in 2020 during the beginning of the Pandemic. I came here and saw the reviews. They opened an account and I did not deposit a dime and did not use the account. I complained on this site. They promised to close my account. So what did I get today in my inbox? AN OVERDRAFT NOTIFICATION!  How is it that on this very site they promised to close my account but now that the heat is off they crawl back trying to demand money from me?  My instinct were right and now I'm contacting Senator Schumer's office and NY Attorney General's office to open an investigation on this criminal racket.ETA: I just git this:Hello there,You recently received an overdraft email from us in error. We apologize for any inconvenience this may have caused.If you have an open NorthOne Account: you can always check your balance by logging into your account on the NorthOne app or website.Please let us know if you require further information,The NorthOne Customer Care Team–Banking services provided by The Bancorp Bank; Member FDIC."
68,1112,NorthOne,Massive improvements. Seems like the product is evolving very quickly. Looking forward to seeing what's in store.
69,1112,NorthOne,I wish I could give NEGATIVE starts. I’ve had Northone for 2 years with only minor issues. Until now…I woke up this morning to find out my account had been locked. It’s at this time I came to find out there is no way to call or use a chat function to reach them. You have to EMAIL. I’ve sent three so far. And NOTHING. I can’t access the thousands in my account for my business. With no communication and no explanation. Insanity. I’ve now seen HUNDREDS of complaints from other consumers. This bank is SHADY AF! Getting ready to go purchase the domain name: northonescam.com
70,1112,NorthOne,"This bank was referred to me by someone I consider highly creditable. But when I signed up thats as far as i got. They sent me a letter which didnt really tell me anything. Now I know my credit is good so thats not the problem. I call the State to make sure all my Info was viewable so thats not the problem.  Im more legit that any other industry in existence AMAZONS NOT GOING OUT OF BUSINESS ANYTIME SOON AND DROPSHIPPING IS JUST GETTING STARTED SO GET USED TO IT. NOW 36% OF THE REVIEWS WERE NEGATIVE AND MANY REMOVE BECAUSE OF NO REPLY FROM THE REVIEWER. I WILL MAKE SURE I TELL MY REFERRER NOT TO SEND ANY MORE YOUR WAY.  NOT TO MENTION IF I CANT TALK TO A HUMAN I REALLY DONT LIKE DOING BUSINESS LIKE THAT ANY WAY. SO JUST LIKE MY REFERRER ALSO SAID, IWILL TAKE THAT PIECE OF ADVICE .................. KEEP IT LOCAL."
71,1112,NorthOne,I think this bank is great. They have exceptional customer service it's like your texting with a friend and they are always right there to help you at any hour any time. I love it. So friendly and it seems like they really do care about you. That's a far cry from what I have dealt with recently. So time to shut down all my other accounts because I'm going straight Northone. Excited for the new features can't wait. Time to deposit all funds and make the leap. :)]
72,1112,NorthOne,"I’ve tried to establish an account with them. I sent them my articles of incorporation and drivers license and they responded with the following. The decision to decline your application for an account could be due to one or more reasons, including but not limited to: the inability to verify your identity and/or business based on the information you provided, a particularly high risk type of business, an unsupported industry, or information provided from 3rd party vendors. It’s the pet industry. Every third person has a dog or cat they either need supplies or a hood hair cut. The process is confusing and I personally think they make their decisions on other unscrupulous factors."
73,1112,NorthOne,"DON’T OPEN ACCOUNT WITH THIS BANK: THEY HAVE SEIZED AND REFUSED TO SEND THE BALANCE MONEY I HAVE IN MY ACCOUNT AFTER PROMISING THEY WILL SEND IT FOR SEVERAL MONTHS NOW.0 Star Review:Someone sent money to pay for one of the cars I was selling. NorthOne seized the money, blocked my account, and asked for so many documents including ID cards from both me and the sender and a selfie of us holding our IDs to our face. It was humiliating but we took the selfies anyways and sent everything they asked for including all documents about the transaction. Yet they closed the account after being so rude and unprofessional in their messages to me. They then said they will email my balance money in the account to me, but it’s been months now and I still haven’t gotten my $3,000 in my account. I need that money desperately and there’s no way I can reach them. This is the worst experience I’ve had with any company."
74,1112,NorthOne,"Trashy company, would not recommend to anyone. DO NOT USE THIS COMPANY!!!! You may get $75 using a referral code but they find a way to make that back in fees when your stream is slow. I’m STILL in the startup stages of my business and this stupid company stole $20 from me today off the basis that I’m paying for “the ability to use features” that don’t even exist y’all lol it’s still staying COMING SOON next to most features in the app. I wasn’t using the account but being charged for it? Make that make sense. You DO NOT tell people about the $10 fee until the account has been created don’t lie!! They don’t connect to most Stripe or Plaid Accounts and they don’t connect to Zelle or anything to get your money off the card before they charge you fees on top of fees. If I’d have known they were this scandalous I’d have never opened an account because now I’m stuck with only $7 to my name and can’t even afford diapers for my daughter. Evil evil company, they refused to refund or credit me and definitely don’t deserve to be in business after this web of lies."
75,1112,NorthOne,"In April they began ""upgrading"" accounts. Ever since then, I've been locked out of my account for weeks. Their support number doesn't work. They don't answer messages, tweets, Facebook comments, etc. Just today, I received an email stating they closed my account. I called Radius Bank, who is partnered with NorthOne, and they confirmed my account is still open, in good standing, and that I can still use my account. The rep on the phone also hinted at the fact that NorthOne is awful, but couldn't directly say it. How on earth can a ""bank"" not have any line of communication with customers, lock them out of their accounts for weeks, offer no transparency with ""updates"", and act like everything is fine. NorthOne can get bent. I've filed complaints with the BBB and the Federal Reserve. DO NOT OPEN AN ACCOUNT WITH THEM!Edit: Their reply to me is a fat lie. They have not communicated with me further than the initial email and conveniently chose to not address the fact that Radius Bank, their partner, even stated that my account is still active and not closed. Kindly stop lying."
76,1112,NorthOne,"When I need help. Support is always thereMoving to an online bank was a switch for me but I am happy that the customer support has been great, it’s been reassuring."
77,1112,NorthOne,"I am highly disappointed in this bank and had high hopes for it. I am a freelancer and do all kinds of different jobs. As that was one of their options in opening an account with them. At first they approved my account. Then the next day I get an email asking for proof of my business and where I get my money from. I sent that in and their was no problem. I then the day after, get another email stating that they were closing my account but yet did not provide and answer as to why they were doing this. I wrote them back asking about my referral money because  I had also referred a few family and friends to their business and they were offering a $75 referral reward per person who was able to sign up with them. I am highly upset about the fact that they are now trying to send me a check for my $50 deposit for opening the account  but not including my referral incentives that I am owed. I will also be taking this to the BBB as well in hopes that’s maybe this won’t happen to another fellow freelancer or anyone else for that matter."
78,1112,NorthOne,The customer service was quick efficient and helpful. I couldn’t be happier. I wish more companies were better at customer service like North One bank!
79,1112,NorthOne,Horrible! This bank stole 500 from me.  They said that they would investigate fraud charges and that took 3 months and I kept calling them and they never sent me an email or letter to notify me of any progress. So I called them and they said oh we can’t see any problems and the 500.00 is not retrievable! Then they charged me 5.00 a day while my account was over drawn due to their negligence
80,1112,NorthOne,"This bank is a complete scam. I am almost baffled they could have any good reviews, I would read all of the bad reviews very carefully before you decide to put a dime in NorthOne, you have been warned. I opened my account June of last year with $50.00, a couple days later my account was locked and I could not get it unlocked. I have sent three customer service emails to NorthOne with zero response except an automated email every couple of weeks. Since then the bank has basically deducted all $50.00 out of my account and is now going backwards $5.00 a day so now its overdrawn, I don't know how much cause I'm locked out, hopefully tens of thousands of dollars lol. Its now almost a year later and I still get emails from them but with no response to my concerns except to let me know my locked account is overdrawn, great business model guys, would have preferred if you just closed it like you did to some other people on here. This bank is a joke, it doesn't even have a working customer service number, thats really all you need to know..."
81,1112,NorthOne,"DO NOT OPEN AN ACCOUNT WITH THIS COMPANY, buyer beware. I wrote a check from my personal account to Northone to fund my business. They sent the check to a third party company to cash. I waited and waited no money was deposited. Meanwhile they stopped using the 3rd party company. I’m still fighting to get my $4,500.00 back from them. They told me to work with the third party company to get my money back. You have to make an appointment to talk to an actual person, which takes about a week. They have email and chat that rarely works correctly. They do not have business checks. I feel they are shady and fraudulent for cashing my check then giving me the run around to try to track it down."
82,1112,NorthOne,"NorthOne is a poor excuse for a bank. Actually, they are not a bank - they are a front for Radius Bank. It seems that a couple of entrepreneurs decided to develop an online banking platform with Radius Bank providing the actual services. Interesting concept - but, it doesn't work. Customer service SUCKS. They closed my account by sending an email. No explanation except, ""The decision to exit your relationship is based on the overall evaluated risk, and not necessarily a reflect of you, or your account.We're sorry for the impact this decision may have on you, but the decision to close your account is final.Please do ensure you've transferred all your funds out of the account before April 13th, otherwise you will receive the remaining balance by check to your mailing address."" Stay away from NorthOne.UPDATE - It took a few weeks for NorthOne to respond with the typical corporate message. I did absolutely nothing to deserve the closure of my account. These app developers have no clue what personalized customer service means. If they did care about customer service, someone would call me to explain why they closed my account. Instead, they have a lawyer and a public relations writer respond to my critical review. NorthOne is not worth your business."
83,1112,NorthOne,they charge $10 a month for the honor of doing business with them. Customer service is adversarial. It takes forever and forget it if you want to talk to someone on the phone. I just closed my account because I ran out of Tums.
84,1112,NorthOne,"I am amazed by the company! Do not contact! This company is a scammers! There are 19,000 dollars left in the account! Just took and closed the account!Hello ​ADAM​,After review, we have decided to close your Account.All financial service companies are required to evaluate their products, services and customers periodically. Based on our review, we may choose to discontinue certain products, services and, in some cases, customer relationships. As stated in the Deposit Account Agreement, the decision to exit your relationship is based on the overall evaluation of your account.Note that if there are funds in your Account, after review, we will return any funds that are deemed valid to you by check to the mailing address we have on file.Thank you,Account ServicesNorthOne inc----Banking services provided by The Bancorp Bank, N.A., Member FDIC.FergalNorthOneHello ADAM,We have decided to suspend your account until an Account review is completed. Please respond by 05/03/2023, or your Account may be closed.Can you please attach 2-3 invoices or contracts within the last 3 months from clients or suppliers for services that you have provided?Please provide the business purpose behind the PAYPAL, TRANSFER occurring to your NorthOne Account along with any supporting documentationAdditionally, please answer the following questions about your business:How do you usually obtain your customers (for example, online advertising, word of mouth, fliers, etc)?Where can we find more information about your business (for example, business website, social media, etc)?Is there anything else we should know about your business?All financial service companies are required to evaluate their products, services and customers periodically. Based on our review, we may choose to discontinue certain products, services and, in some cases, customer relationships.We appreciate your assistance!Account Services﻿NorthOne Inc----You received this email because you signed up for a NorthOne account at northone.com.Banking services provided by The Bancorp Bank, N.A., Member FDIC.Seen•FergalNorthOne"
85,1112,NorthOne,The feature to connect to quickbooks accounting has been so helpful. I no longer have to manually input my banking data and account balances. Quickbooks automatically updates with my account balances.
86,1112,NorthOne,"On Friday March 17th 2023 I was notified without any prior warning or notice that my business bank account had been suspended. My funds were frozen and I was locked out my account. I received an email from Northone stating ""We have decided to suspend your account until an account review is completed."" I was told I needed to submit a questionnaire, invoices explaining my business, and information on my other bank accounts in order to continue to use their services. The bank had been fully aware of my line of business for more than a year after signing up and I operated my account the same way until this day. According to them this is something ""all financial services companies do"". No other bank has ever attempted this that I have dealt with. It was not until I threatened them with legal action that they immediately unlocked my account.Numerous payments that I had tied to my account were missed causing me to work over the weekend to rectify the situation and use my other bank accounts that I thankfully had for my business. Judging by complaints here on BBB this has happened recently to many of their customers. I have no desire to do business with this bank especially with their services being offered through the The Bancorp Bank Holding Company which is being sued by investors for similar liquidity issues that recently brought down Silicon Valley Bank."
87,1112,NorthOne,"04/25/2021 Unbelievable. They overdrafted my account my 3K. One day I was down 3K, the next morning it was back in my account, and the next day it disappeared again.  So I sent 3K in plus $700 to cover it. Now they are stonewalling me -- I can't get them on the phone, email, or customer support. I'm locked out of my account on app and web. I went to withdraw money using my debit card -- it says there is $5 in my account. For sure there is supposed to be $700 in my account. I sent it via Paypal, and Paypal has always been good to me. Plus there is the matter of this 3k. This has been a horrific, horrific experience. DO NOT BANK WITH THEM. I have moved to Citibank.To verify MY identity to see that I am telling the truth, visit my Instagram @iamsaraartist. I want these people put in prison for fraud and theft."
