ReviewID,CompanyID,CompanyName,ReviewText,SentimentScores,SentimentLabel
38,110,Evergreen Credit Union,"I had a great experience with the Loan department.  The loan officer -Megan Dudley was so great . She knew what she was doing. She was professional, quick and effective. If you are looking to do a mortgage loan, call  Megan Dudley at EGFCU.",0.9252,Positive
40,110,Evergreen Credit Union,I thought the customer service that we  got  from Karen Durling at the Naplesbranch was Excellent. She straight forward in explaining things. Evergreen Credit Union Is what i like about doing business with them.,0.8658,Positive
42,110,Evergreen Credit Union,"I called Evergreen Credit Union today with two issues. I spoke with Bailey Willerson who was very helpfull. The first was resolved quickly, the second was a problem that she herself had never encountered. She put me on a brief hold and found someone who could. She then came back to the phone and introduced Paul. Bailey displayed excellent customer service skills!!! Thank you Bailey and Paul!!",0.8388,Positive
44,110,Evergreen Credit Union,"Chelsey was an awesome loan officer- she took amazing care of me and made sure I had everything I needed in order to secure the loan I needed to buy my car. She was kind, friendly and super thorough!",0.979,Positive
46,110,Evergreen Credit Union,"As a longtime member of ECU, I have had an outstanding experience with this institution.Recently, in the midst of a nation wide automobile shortage, I found myself in need of a vehicle….quickly.  Murphy’s Law.   While shopping, I found that inventory was changing hands within hours.Amanda Southworth assisted me in this process, after reassuring me that we would get the job done.  She proved incredibly nimble in this fluid market, offered great advice and remained very responsive.  I was able to shop for a vehicle with confidence. An invaluable thing when dealing with the occasional less than reputable sales types in a sellers market.   We did in fact get the job done the very next day.After two mortgages, and now two auto loans, I could not recommend ECU enough.  My longtime relationship with Cathy any most recently Amanda, leaves me feeling they are both banking rockstars.",0.9358,Positive
48,110,Evergreen Credit Union,"Evergreen made the whole process of getting my boat loan so easy and fast. Applying online was simple, and after a few hours and one phone conversation, everything was approved and ready to go. They also had a great rate & term that other local lenders could not beat.",0.9208,Positive
50,110,Evergreen Credit Union,"Applied and closed on a loan and opened two accounts in a timely manner.  Easy, helpful, friendly and professional made this a great experience.",0.9186,Positive
51,110,Evergreen Credit Union,"The commercial loan department at Evergreen credit Union is outstanding in every way.First they are real people with a sense of humor and truly enjoy what they do.Next,   they know the business so they are able to be flexible and listen to what the customer is trying to do and help them get thereI have worked with Jere Shaw the VP of commercial lending for years and had an outstanding relationship and many successful deals.Recently I began working with Julie Littell in the commercial loan department and she is creative and thorough and put together a great package for all of my commercial loans.I would highly recommend Julie to landlords and other commercial clients.Rand Clark, MBAPres. Home Rentals & Office Rentals",0.9882,Positive
54,110,Evergreen Credit Union,Heidi was extremely helpful through the process with me being in a tough time crunch. She made everything run as smoothly as possible for my situation and I am incredibly grateful. Thanks Heidi!,0.854,Positive
55,110,Evergreen Credit Union,"This is the best financial institution I have ever dealt with. We love them, they are always behind our small business. Julie is awesome to work with and so are all the girls in our local branch.",0.926,Positive
57,110,Evergreen Credit Union,"The loan process was fast, easy and professional. The person that handled the transaction was terrific and offered to help refinance any other loans if we were so inclined. ( we did a few weeks later)On a scale of 1 to 5 a definite 12!",0.8777,Positive
59,110,Evergreen Credit Union,"Our loan officer, Chelsey was awesome! She was always responsive and kept us in the loop every step of the way. She made the process simple and stress free. Thank you, Chelsey and Evergreen!",0.8802,Positive
62,110,Evergreen Credit Union,I had an excellent experience with Alice the manager while getting my loan confirmed.  It was a lengthy process but got to know the core of the credit union.  I would go with them with another loan if the opportunity should arise again.  Chris,0.8573,Positive
65,110,Evergreen Credit Union,I've been with Evergreen since 2010 and they've always been helpful and attentive. Their mobile banking is easy to navigate and their Fraud Protection department is quick and thorough when my card had been compromised. They're always professional and happy to answer any questions regarding my accounts. I would recommend Evergreen CU to anyone.,0.7964,Positive
67,110,Evergreen Credit Union,I needed help with my account today and Sean/Shawn (sp?) was extremely helpful. He listened to my problem and let me know he was going to look for further assistance. He resolved my issue in a timely and professional manner. I am very pleased with the service I received today.,0.7897,Positive
76,110,Evergreen Credit Union,"I have been with Evergreen since the early 80s when it was SD Warren Credit Union. Accounts, loans, member services - it all excels. I will never bank anywhere else and recommend it highly!!",0.8475,Positive
77,110,Evergreen Credit Union,She was wonderful a true joy to speak with and she answered my questions in a professional manner.,0.8834,Positive
82,110,Evergreen Credit Union,"Chelsey was wonderful! She helped me refinance my auto loan. I had no idea where to start & she told me exactly what docs I needed to get & set up all the paperwork. Plus, she's really nice! 10/10",0.7333,Positive
84,110,Evergreen Credit Union,Paul helped me with a question I had about CDs. Friendly and efficient. Very much appreciated!,0.8711,Positive
87,110,Evergreen Credit Union,"Member services rep Julia Leighton has gone above and beyond for me several times, and was even able to request a review of my specific concern by a VP of the institution!  I am extremely satisfied with all of my dealings with her!",0.5686,Positive
89,110,Evergreen Credit Union,Isaiah Wright in the loan department was very thorough and efficient.  The process was easy and seamless.  Applied online in the morning and closed in the afternoon.   I would highly recommend.,0.8297,Positive
91,110,Evergreen Credit Union,My experience was amazing. From the moment I started the loan process Karen took charge and got it done faster than I expected. Great bunch of people at ECU,0.836,Positive
94,110,Evergreen Credit Union,"Good afternoon, I needed help locating ( a former owner’s check) a cashed check from almost a year ago..Paige, was extraordinarily helpful and patient! Her customer service was exceptional!",0.8395,Positive
95,110,Evergreen Credit Union,Chelsey was detailed and super friendly! She made it a very easy experience. I’d definitely recommend Evergreen to anyone!,0.944,Positive
97,110,Evergreen Credit Union,My husband and I were able to open the required account and have our loan processed in a timely manner.,0.0,Neutral
99,110,Evergreen Credit Union,"Overall a decent experience. My biggest complaint is the slowness of the company in general. I sat up to Camping World for hours thinking it was them that was the issue but it turns out it was this credit union. Nothing was said until almost three hours later that the loan initiator did not have all the information. Three hours I will never get back. But after that he really stepped up to make sure things flew through. On the billing side of things...also super slow. Just got my info to pay my bill 4 days prior to the due date, Makes me nervous...I always pay my bills well before they are due. But the web site is pretty awesome and easy to set up. Overall not bad just slow on things I think should be addressed as being quicker.Thanks!",0.9861,Positive
101,110,Evergreen Credit Union,"Mr. Leblond was pleasant, gave complete answers to my questions, and made me feel like my account was important to ECU.  1/3/and 1/5.",0.765,Positive
105,110,Evergreen Credit Union,The customer service that my husband and I got from the applying process to the closing of our RV loan was fantastic.  We would both highly recommend this credit union.,0.8665,Positive
106,110,Evergreen Credit Union,Jennel did an excellent job very professional helpful and pleasant to deal with hopefully can work with her again in the future,0.9149,Positive
109,110,Evergreen Credit Union,"Entered the branch 15 minutes before closing and Chelsey Cargen was the most helpful person I’ve encountered in recent memory. Professional, proficient, and extremely kind and understanding. Looking forward to to a great business relationship with Evergreen!",0.9038,Positive
115,110,Evergreen Credit Union,I had an issue with my debit card and had to call member service late in the day. I received a prompt call this morning with a resolution.,0.0,Neutral
118,110,Evergreen Credit Union,"Bailey was friendly, professional and very helpful. I needed documents emailed to me quickly and she delivered.",0.7425,Positive
119,110,Evergreen Credit Union,Customer service is very good. All of my questions were answered in a way that I could understand.,0.4927,Positive
122,110,Evergreen Credit Union,Chealsy was amazing and very helpful Very happy with the whole experience,0.9032,Positive
123,110,Evergreen Credit Union,"I applied for an auto loan and was helped quickly, Stephanie Wilkinson walked me though completing the loan and was excellent to deal with.",0.5719,Positive
125,110,Evergreen Credit Union,The overdraft fees for Evergreen are just ridiculous they should be like capital one and put a grace period in place.,0.4215,Positive
126,110,Evergreen Credit Union,My questions were answered promptly. Everyone was courteous. I have always been happy with Evergreens service.,0.7906,Positive
128,110,Evergreen Credit Union,Great customer service & friendly folks.  Everything was fully explained and easily understandable.  Thank you!,0.9145,Positive
130,110,Evergreen Credit Union,"This was the most hassle free loan I have ever taken out. The staff had everything done with just a few phone calls. When I went in to sign the paperwork,I was in and out in just about 10 minutes. There staff is on there A game.",0.5542,Positive
131,110,Evergreen Credit Union,Karen and all the Evergreen staff were amazing to work with for my vehicle loan. They went above and beyond to make this a fast and easy process.,0.7717,Positive
133,110,Evergreen Credit Union,Sean was very helpful and efficient in helping me with all my issues. I’d like to sincerely thank him.,0.9377,Positive
135,110,Evergreen Credit Union,Thank you member services for helping me find some very old checks from years ago to help me avoid having to pay them again.  Anne and Sean were a great help!!!!!JW,0.877,Positive
137,110,Evergreen Credit Union,Things worked out great. The loan officer was very knowledgeable  and courteous.  Also explained my loan good.,0.8901,Positive
138,110,Evergreen Credit Union,"Easy process, had all info and paperwork ready...never a bad experience with Evergreen",-0.1531,Negative
141,110,Evergreen Credit Union,Heidi was very helpful and kept us posted on each step as it went on.  She has always been great to work with.,0.8016,Positive
142,110,Evergreen Credit Union,The service and assistance I received last weekend was stellar... thank you!,0.4199,Positive
143,110,Evergreen Credit Union,"Rachel was a total professional and exceeded my expectations as far as service and speed. Responsive, polite, and competent.",0.5859,Positive
145,110,Evergreen Credit Union,"Quick and helpful assistance. However, my account password was not asked for.",0.4215,Positive
146,110,Evergreen Credit Union,"Everyone involved was helpful, and speedy with the process. Very pleased with how easy the process was. Thank you",0.8858,Positive
147,110,Evergreen Credit Union,Excellent customer service..they are right on top of things,0.6705,Positive
148,110,Evergreen Credit Union,I’ve been with Evergreen Credit Union for close to 40 years and they are still the best.,0.7783,Positive
150,110,Evergreen Credit Union,Service was great. Very helpful and carring about your situation.,0.8016,Positive
152,110,Evergreen Credit Union,Just the people you have working for you.Everytime i go in I have a good experience..,0.4404,Positive
155,110,Evergreen Credit Union,Evergreen made the process of getting our boat loan very easy.,0.4927,Positive
159,110,Evergreen Credit Union,Paul handled this like a champ! Many thanks for the convenience he afforded me,0.8468,Positive
161,110,Evergreen Credit Union,The gentleman I spoke with was very patient and very helpful,0.4754,Positive
166,110,Evergreen Credit Union,"VERY HELPFUL,PROFESSIONAL AND FRIENDLY! HIGHLY RECOMMEND THIS C. UNION!",0.7808,Positive
167,110,Evergreen Credit Union,Great ease of use and accessible to all I need,0.765,Positive
168,110,Evergreen Credit Union,Love this credit union have been with them for years,0.7783,Positive
170,110,Evergreen Credit Union,great service fast efficient to the point respectful willingness to fulfill my concern request!,0.9348,Positive
172,110,Evergreen Credit Union,Great staff that worked hard to get my loan approved!,0.7777,Positive
176,110,Evergreen Credit Union,Justin was promt and very easy to work with. Thank you for your kind services.,0.8439,Positive
179,110,Evergreen Credit Union,Bailey understood our online issue and fixed it immediately,0.0,Neutral
188,110,Evergreen Credit Union,Good communication. Positive attitude. Ensured follow-up from the appropriate party,0.8481,Positive
191,110,Evergreen Credit Union,Bank is great been there for 20 years plus.,0.6249,Positive
195,110,Evergreen Credit Union,Great customer service. Excellent bank!,0.8439,Positive
201,110,Evergreen Credit Union,"Thanks Paige for your excellent customer service! Always kind,and does whatever she can do for me as customer!",0.8011,Positive
202,110,Evergreen Credit Union,"The loan process was quick and easy. Everyone involved was professional, courteous and wonderful to deal with. I will definitely use them again in the future.",0.9118,Positive
204,110,Evergreen Credit Union,I've been with Evergreen for 50 years and have had best service with you.,0.6369,Positive
207,110,Evergreen Credit Union,We got charged twice for a purchase so I left a message on my account page to question the extra charge. The first person who responded to my message pretty much said there wasn't anything to be done because it was a debit purchase and I should take it up with the vender to get a refund. This didn't sound right to me so I called the bank and talked with Anne Libby. She filed a dispute on our behalf and got Card Services to initiate an investigation. She was very polite and helpful and handled the issue in a professional manner!,0.4688,Positive
210,110,Evergreen Credit Union,"We have been working with Evergreen for several months on informational seminars for our staff, covering various financial wellness and literacy topics. I am very pleased with the quality of the information provided in these meetings; our contacts at Evergreen are professional and very easy to work with. The staff has had great feedback about the quality of information and the way it is presented. In addition, when it was necessary to pivot from in-person meetings to an online platform, the change was made seamlessly. I am so glad we did not have to pause this relationship until in-person meetings are an option again! I could not be any more pleased about our relationship with Evergreen and look forward to continuing it well into the future.",0.9714,Positive
211,110,Evergreen Credit Union,"Very easy transaction, quick, clear, complete",0.6997,Positive
212,110,Evergreen Credit Union,Sean is always pleasant and helpful whenever we speak on the phone.  I always make sure to ask for him when I call in.  I wish I could give Sean 10 stars!,0.8858,Positive
218,110,Evergreen Credit Union,I needed to have my account unlocked after switching phones and messing up my password. I had a great experience that was fast. There were multiple checks of information involved that made me feel like my identity and accounts are secure at evergreen.,0.8402,Positive
226,110,Evergreen Credit Union,I really don’t see that you have to make any changes. The tellers are great and any time I need help if they can’t help me they will make sure someone else can help.,0.926,Positive
228,110,Evergreen Credit Union,"I have been a credit union member way back when my father was a firefighter back in the 1970s. When I moved to Windham back in 2011, I found Evergreen FCU, Became a member. I was blessed to meet some of the best Lady's ever. We went from and old building, a trailer, to the best Credit Union building ever. If your looking for the best bank, Try Evergreen FCU. you will not be disappointed.  Stephen Shaw",0.9757,Positive
230,110,Evergreen Credit Union,"I joined ECU when I lived in Maine. Everyone was so helpful, that I decided to keep my account open when I moved to PA. Here I am almost 10 years later living in a different state and I will never switch to a local bank. Lindsay Nunley helped me finance a fun new toy very quickly.  She is one of the most helpful people that I have worked with.  Reminded me why I bank with you guys. Thanks Lindsay!",0.9217,Positive
345,116,ASDFTEST,time for __proto__.asdf bh,0.0,Neutral
346,1115,Asic Miners Rig,"This company is a SCAM.  I paid for a miner.  They sent a confiramation and then a fake shipping company TransGlobalExpress-US sent me a notice that I needed to pay $1,300 additional, from which $1,000 is refundable.  No bill to pay, just an overseas linked phone number that demanded that I pay this money.When asked for a refund, they said NO.  Pure SCAM.",-0.9514,Negative
347,1115,Asic Miners Rig,"Pretty sure Trustpilot is complicit in this scam. I too fell for it after weeks of research, etc. Saw the high ratings for TP and now out $4700. I'm working with my bank, the FTC, and lawyer to hit these guys were it hurts. If you've been scammed by these guys, and anyone that's dealt with them has, contact your bank, law enforcement the FTC. BTW you have to give at least one star to give a review.",-0.4543,Negative
348,1115,Asic Miners Rig,"These are planted reviews. Their website is also a dead giveaway. No links to any of their social media, only wanting wire or crypto. Scam!! They lied and said their PayPal was down too even though it says they accept it on their website. Do not USEUpdate after they responded - this is not malicious. I don’t want people Scammed. FYI go look at their website under “We Accept” . They have a picture of “cash on delivery” which includes Visa,Paypal, etc. But they only want you to pay with payment methods that offer you no protection. Look at the links. Their social media links are fake. They link to nothing. Website was created 11-15-2021. Use caution.",-0.9257,Negative
355,1112,NorthOne,Good bank. Easy to use and the customer support team is very responsive.,0.8832,Positive
357,1112,NorthOne,Their invoice system said “free forever” but then they suddenly shut it down and locked me out.  They are refusing to give me my lost account information.  The person I emailed with did not give a you know what about me or my business.  Why would anyone trust these people with their money if they can’t even preserve your account information,-0.2617,Negative
360,1112,NorthOne,"Last month they started ""upgrading"" accounts. Ever since then, I've been locked out of my account for weeks. Their support number doesn't work. They don't answer chat messages or emails anymore. How on earth can a ""bank"" not have any line of communication with customers, lock them out of their accounts for weeks, offer no transparency with ""updates"", and act like everything is fine. For weeks they have been telling me the update would be complete and that access would be regained. I've filed complaints with the BBB and the Consumer Financial Protection Bureau. Highly advise not opening an account at NorthOne.",0.34,Positive
361,1112,NorthOne,I was recommended NorthOne and I am glad I opened up my new account with them. They met me where I needed the most and provided me exceptional customer services and made me feel like family. Im looking forward to the many benefits they can offer for my business. Wil continue to recommend.,0.886,Positive
364,1112,NorthOne,"I sure wish I had known before I opened the account that North One doesn't accept instant transfers from Cashapp, PayPal, Etc. What a ripoff this account is prepaid, like Green Dot prepaid and we're still being charged a monthly fee! It feels so cheap and weird to load funds onto a ""business debit"" at the local 7-Eleven and to be charged $4.95 to do so. I'm going back to regular banking. Thanks but no thanks.",-0.2674,Negative
366,1112,NorthOne,Northone CLOSES MY ACC 2 DAYS AFTER OPENING IT . ALL MY BUSINESS MONEY IS STUCK BECAUSE THEY WILL NOT RESPOND TO EMAILS PHONE NUMBER DOES NOT WORK THIS IS A HORRIBLE HORRIBLE BANK DONT BANK WITH THEMBY THE WAY BEEN UPLOADED DOCUMENTS SHOWING FULL BUSSINESS PROOF,-0.8797,Negative
369,1112,NorthOne,"so far my experience with NothOne has been good. The set up process took much longer than expected. However, when I reached out to ask questions your customer service department was quick to respond.",0.5106,Positive
370,1112,NorthOne,"I see a lot of bad reviews on here but a lot of them seem to be during the banks’ upgrade, which was pretty well explained thru email on what to expect, so take them with a grain of salt. I was with NorthOne before and after upgrading and have had no issues.",0.4404,Positive
372,1112,NorthOne,Closed my account because I did not notify because of my travels. Also would not work with me on my balance and said it had to be send snail mail which took to weeks. Luckily I have accounts a Bank of America and Revolut. Worst experience constantly asking me for documents when all my money came from tops banks. Worst bank ever.,-0.3818,Negative
373,1112,NorthOne,Extremely disappointing all around. Sign up was painful as their website is consistently very slow and when I needed help getting the account setup neither phone nor chat help was available. I eventually got the account set up with email assistance and was immediately smacked with their $10 fee. As I had just opened the account and was not feeling great about the experience so far I requested the $10 fee be waived for that first month. They apparently really like their $10 more than they do clients because they adamantly refused after repeated requests. I found every interaction with this company and its employees to be disappointing and am not at all surprised at the overwhelming number of negative reviews. Should have read the reviews first.,-0.9459,Negative
374,1112,NorthOne,"The worst banking experience in my life.They closed my account for no reason.They just issued me one email saying my account would be closed. ""The decision to exit your relationship is based on the overall evaluated risk, and not necessarily a reflect of you, or your account.We're sorry for the impact this decision may have on you, but the decision to close your account is final.Please do ensure you've transferred all your funds out of the account before April 13th, otherwise you will receive the remaining balance by check to your mailing address.""Don't bother with this bank. Use Mercury instead. I've got 3 other banking accounts with them. Also Avanti is looking great.",0.8296,Positive
376,1112,NorthOne,love the live chat support with american customer service reps. huge plus. Prompt and knowledgeable assistance.,0.8481,Positive
380,1112,NorthOne,"NorthOne rejected my valid SBA deposit last week and closed my account because, I asked them why? My employees Healthcare/Dental is now cancelled and my Business is going to go under. Not because of the SBA or anything, I did. Because NorthOne, rejected a valid Government issued deposit.NorthOne Upgraded their systems recently and the electronic audit trail showing this blatant disregard for US Banking Laws will be revealed in Court and Online.",-0.8658,Negative
382,1112,NorthOne,Owning a restaurant means endless hours on my feet and the last thing I want to do is spend time standing in line at the bank. This has removed that issue from my life and I honestly couldn’t be happier. Do you know how great it is banking from the couch??,0.9034,Positive
384,1112,NorthOne,"I was nervous to apply with this bank that I have never heard of before, but the referral i got came from a very trusted youtuber that I’ve been following for years so I decided to give it a try and I am so glad that i did.They used northone for their business and I started using it for mine and I am so happy with the features.",0.9581,Positive
385,1112,NorthOne,"Honestly, this is not the bank especially for a small business. It's been the absolute worst experience. I received an email requesting my business information for an ""upgrade,"" it wasn't an upgrade it was to review accounts. That's fine, but when I contacted them regarding my account being locked they couldn't tell me what was going on, then they closed it, while I was talking to them and told me I would receive the funds in my account in the next week. I also had a transfer from square that day and was told by them oh it will just bounce back- weeks later when it didn't happen they magically found it.  It's a month later- just don't do it. The phone number doesn't work. I still do not have my funds.",0.0772,Positive
386,1112,NorthOne,This bank does not deserve one star. I'm trying to move my companies money to my companies savings account and they are giving me an extremely hard time. It seems they want to keep your money hostage.,0.2516,Positive
387,1112,NorthOne,"Had a problem getting my bonuses and when it didn’t hit on time I contacted them and was immediately funded without any issues. Fast reliable, and worth it all.",0.4215,Positive
389,1112,NorthOne,"I am a newer customer. I am an independent contractor but I also own a side business making clothing. I am paid in cash for this as i usually get my business through word of mouth and set up at local flea markets on the weekends. When I signed up, I used someone’s referral link and was supposed to get a $75 bonus when I added my first $50. That was over a week ago. Support has been completely unhelpful and now have suspended my account because I have tried to get this issue resolved through about 5 different support agents. I have submitted my license, a photo of me with license, I don’t have typical invoices but have copies of receipts I’ve made out to customers. I’ve also offered a tax transcript to show I filed partial self employment last year. I just find this unbelievable that they offer a $75 bonus and don’t want to give it that badly to the point they would suspend my account. I would definitely rethink getting an account with them.",0.9313,Positive
396,1112,NorthOne,I wish I could give NEGATIVE starts. I’ve had Northone for 2 years with only minor issues. Until now…I woke up this morning to find out my account had been locked. It’s at this time I came to find out there is no way to call or use a chat function to reach them. You have to EMAIL. I’ve sent three so far. And NOTHING. I can’t access the thousands in my account for my business. With no communication and no explanation. Insanity. I’ve now seen HUNDREDS of complaints from other consumers. This bank is SHADY AF! Getting ready to go purchase the domain name: northonescam.com,-0.6934,Negative
397,1112,NorthOne,"This bank was referred to me by someone I consider highly creditable. But when I signed up thats as far as i got. They sent me a letter which didnt really tell me anything. Now I know my credit is good so thats not the problem. I call the State to make sure all my Info was viewable so thats not the problem.  Im more legit that any other industry in existence AMAZONS NOT GOING OUT OF BUSINESS ANYTIME SOON AND DROPSHIPPING IS JUST GETTING STARTED SO GET USED TO IT. NOW 36% OF THE REVIEWS WERE NEGATIVE AND MANY REMOVE BECAUSE OF NO REPLY FROM THE REVIEWER. I WILL MAKE SURE I TELL MY REFERRER NOT TO SEND ANY MORE YOUR WAY.  NOT TO MENTION IF I CANT TALK TO A HUMAN I REALLY DONT LIKE DOING BUSINESS LIKE THAT ANY WAY. SO JUST LIKE MY REFERRER ALSO SAID, IWILL TAKE THAT PIECE OF ADVICE .................. KEEP IT LOCAL.",0.9324,Positive
399,1112,NorthOne,"I’ve tried to establish an account with them. I sent them my articles of incorporation and drivers license and they responded with the following. The decision to decline your application for an account could be due to one or more reasons, including but not limited to: the inability to verify your identity and/or business based on the information you provided, a particularly high risk type of business, an unsupported industry, or information provided from 3rd party vendors. It’s the pet industry. Every third person has a dog or cat they either need supplies or a hood hair cut. The process is confusing and I personally think they make their decisions on other unscrupulous factors.",-0.8631,Negative
401,1112,NorthOne,"Trashy company, would not recommend to anyone. DO NOT USE THIS COMPANY!!!! You may get $75 using a referral code but they find a way to make that back in fees when your stream is slow. I’m STILL in the startup stages of my business and this stupid company stole $20 from me today off the basis that I’m paying for “the ability to use features” that don’t even exist y’all lol it’s still staying COMING SOON next to most features in the app. I wasn’t using the account but being charged for it? Make that make sense. You DO NOT tell people about the $10 fee until the account has been created don’t lie!! They don’t connect to most Stripe or Plaid Accounts and they don’t connect to Zelle or anything to get your money off the card before they charge you fees on top of fees. If I’d have known they were this scandalous I’d have never opened an account because now I’m stuck with only $7 to my name and can’t even afford diapers for my daughter. Evil evil company, they refused to refund or credit me and definitely don’t deserve to be in business after this web of lies.",-0.9713,Negative
403,1112,NorthOne,"When I need help. Support is always thereMoving to an online bank was a switch for me but I am happy that the customer support has been great, it’s been reassuring.",0.9702,Positive
